id,wordpress_post_type,wordpress_type_label,status,title,slug,public_url,source_or_external_url,published_date,modified_date,author_or_creator,series_name_or_handle,series_number,shelf_or_category,tropes_or_tags,linked_book,newsletter_issue_date,quote_text,content_preview,rank_math_title,rank_math_description,rank_math_focus_keyword,rank_math_seo_score,all_wordpress_terms,hidden_from_library,private_or_member_only,seo_notes
127,post,Blog post,publish,"craving venom review — spice level, tropes, and is it worth it",craving-venom-review,https://bybookishbabe.com/craving-venom-review/,,2026-05-19 22:57:09,2026-05-20 16:56:20,,,,curated romance guides,,,,,[quickstats] craving venom by,"craving venom review: spice, tropes & verdict","craving venom review — spice level, tropes, content warnings and the full verdict on whether this dark romance lives up to the hype.",craving venom review,7,category: curated romance guides,,,
98,post,Blog post,publish,"daggermouth review — h.m. wolfe (spice level, tropes & what to read next)",if-you-liked-daggermouth-read-this-next,https://bybookishbabe.com/if-you-liked-daggermouth-read-this-next/,,2026-05-19 22:56:47,2026-05-19 22:56:47,,,,curated romance guides,,,,,,daggermouth review: h.m. wolfe — spice & tropes,"daggermouth review by h.m. wolfe — spice level, tropes, content warnings and exactly what to read next if you loved it. full spoiler-free verdict.",daggermouth review,,category: curated romance guides,,,
92,post,Blog post,publish,dark romance books 2026 (the ones worth clearing your schedule for),dark-romance-books-2026-the-ones-worth-your-time,https://bybookishbabe.com/dark-romance-books-2026-the-ones-worth-your-time/,,2026-05-16 20:28:04,2026-05-16 20:28:04,,,,curated romance guides,,,,,2026 is already,best dark romance books 2026 (worth your time),"the best new dark romance books of 2026 — morally gray heroes, obsessive love interests, and dark twists that will keep you up all night.",dark romance books 2026,,category: curated romance guides,,,
108,post,Blog post,publish,dark romance books that are actually disturbing (but you won’t stop reading),dark-romance-books-that-are-actually-disturbing-but-you-won-t-stop-reading,https://bybookishbabe.com/dark-romance-books-that-are-actually-disturbing-but-you-won-t-stop-reading/,,2026-05-19 22:56:49,2026-05-19 22:56:49,,,,curated romance guides,,,,,,dark romance books that are actually disturbing,"dark romance books that go further than most — deeply disturbing, morally complex, and completely impossible to stop reading. you've been warned.",disturbing dark romance books,,category: curated romance guides,,,
107,post,Blog post,publish,dark romance books where he has to beg for her,dark-romance-books-where-he-has-to-beg-for-her,https://bybookishbabe.com/dark-romance-books-where-he-has-to-beg-for-her/,,2026-05-19 22:56:48,2026-05-19 22:56:48,,,,curated romance guides,,,,,sometimes it feels goo,dark romance books where he has to beg for her,dark romance books where the power shifts and he has to earn her — obsessive heroes brought to their knees. the best revenge-era reading list.,dark romance books he begs for her,,category: curated romance guides,,,
106,post,Blog post,publish,dark romance books where she’s trapped with him (and it changes everything),dark-romance-books-where-she-s-trapped-with-him-and-it-changes-everything,https://bybookishbabe.com/dark-romance-books-where-she-s-trapped-with-him-and-it-changes-everything/,,2026-05-19 22:56:48,2026-05-19 22:56:48,,,,curated romance guides,,,,,these are the kind of,dark romance books: trapped with him trope,"dark romance books where she's trapped with him — captive romance, forced proximity, and the slow burn of falling for someone you shouldn't. the best of the trope.",trapped with him dark romance books,,category: curated romance guides,,,
114,post,Blog post,publish,dark romantasy books with morally gray love interests (the ones with actual teeth),dark-romantasy-books-with-morally-gray-love-interests,https://bybookishbabe.com/dark-romantasy-books-with-morally-gray-love-interests/,,2026-05-19 22:56:50,2026-05-19 22:56:50,,,,curated romance guides,,,,,,dark romantasy books with morally gray love interests,"dark romantasy books with morally gray love interests who actually have teeth — fae kings, fallen gods, and fantasy heroes who make the wrong choices beautifully.",dark romantasy morally gray love interests,,category: curated romance guides,,,
115,post,Blog post,publish,emotional contemporary romance books that will wreck you,emotional-contemporary-romance-books-that-will-wreck-you,https://bybookishbabe.com/emotional-contemporary-romance-books-that-will-wreck-you/,,2026-05-19 22:56:51,2026-05-19 22:56:51,,,,curated romance guides,,,,,,emotional contemporary romance books that wreck you,"emotional contemporary romance books that will absolutely wreck you — real love stories with real heartbreak, real healing, and characters you'll never forget.",emotional contemporary romance books,,category: curated romance guides,,,
113,post,Blog post,publish,fantasy romance books that will completely consume you,fantasy-romance-books-that-will-completely-consume-you,https://bybookishbabe.com/fantasy-romance-books-that-will-completely-consume-you/,,2026-05-19 22:56:50,2026-05-19 22:56:50,,,,curated romance guides,,,,,,fantasy romance books that will consume you,"fantasy romance books that pull you completely under — rich world-building, slow burn tension, and love interests you won't recover from. the best of the genre.",fantasy romance books,,category: curated romance guides,,,
86,post,Blog post,publish,"haunting adeline review — h.d. carlton (spice level, tropes & is it worth it)",haunting-adeline-review-h-d-carlton-spice-level-tropes-is-it-worth-it,https://bybookishbabe.com/haunting-adeline-review-h-d-carlton-spice-level-tropes-is-it-worth-it/,,2026-05-16 20:28:02,2026-05-16 20:28:02,,,,curated romance guides,,,,,[quickstats],"haunting adeline review: spice, tropes & is it worth it","haunting adeline review — spice level, tropes, content warnings and whether it's worth the hype. everything you need to know before you read h.d. carlton's debut.",haunting adeline review,,category: curated romance guides,,,
126,post,Blog post,publish,"in her own league review — liz tomforde (spice level, tropes & should you read it)",in-her-own-league-by-liz-tomforde-review-tropes-and-should-you-read-it,https://bybookishbabe.com/in-her-own-league-by-liz-tomforde-review-tropes-and-should-you-read-it/,,2026-05-19 22:57:08,2026-05-19 22:57:08,,,,curated romance guides,,,,,looking for a sports r,in her own league review: liz tomforde (worth it?),"in her own league review by liz tomforde — spice level, tropes, content warnings and whether this sports romance is worth reading. full verdict inside.",in her own league review,,category: curated romance guides,,,
109,post,Blog post,publish,is a kindle worth it or overhyped? (for heavy readers),is-a-kindle-worth-it-or-overhyped-for-heavy-readers,https://bybookishbabe.com/is-a-kindle-worth-it-or-overhyped-for-heavy-readers/,,2026-05-19 22:56:50,2026-05-19 22:56:50,,,,curated romance guides,,,,,,is a kindle worth it for heavy readers? (honest answer),"is a kindle worth it or overhyped? an honest answer for heavy romance readers — what it does well, where it falls short, and whether you actually need one.",is a kindle worth it,,category: curated romance guides,,,
89,post,Blog post,publish,kings of blackwater series review — raven wood (the dark bully romance series nobody is talking about),kings-of-blackwater-series-review-raven-wood-the-dark-bully-romance-series-nobody-is-talking-about,https://bybookishbabe.com/kings-of-blackwater-series-review-raven-wood-the-dark-bully-romance-series-nobody-is-talking-about/,,2026-05-16 20:28:03,2026-05-16 20:28:03,,,,curated romance guides,,,,,,kings of blackwater review: the dark series you're missing,"kings of blackwater series review by raven wood — the dark bully romance series nobody is talking about but absolutely should be. spice, tropes, and verdict.",kings of blackwater review,,category: curated romance guides,,,
94,post,Blog post,publish,lights out review — is it worth buying? (yes. here's why.),lights-out-navessa-allen-review-worth-it,https://bybookishbabe.com/lights-out-navessa-allen-review-worth-it/,,2026-05-16 20:28:04,2026-05-16 20:28:04,,,,curated romance guides,,,,,,lights out review — navessa allen (worth buying?),"lights out by navessa allen review — spice level, tropes, content warnings and why yes, it is absolutely worth buying. full verdict inside.",lights out navessa allen review,,category: curated romance guides,,,
88,post,Blog post,publish,"my dreadful darling review — h.d. carlton (spice level, tropes & should you read it)",my-dreadful-darling-review-h-d-carlton-spice-level-tropes-should-you-read-it,https://bybookishbabe.com/my-dreadful-darling-review-h-d-carlton-spice-level-tropes-should-you-read-it/,,2026-05-16 20:28:03,2026-05-16 20:28:03,,,,curated romance guides,,,,,,my dreadful darling review: h.d. carlton (worth it?),"my dreadful darling review — spice level, tropes, and whether it lives up to h.d. carlton's reputation. spoiler-free with content warnings included.",my dreadful darling review,,category: curated romance guides,,,
85,post,Blog post,publish,"please don't go review — e. salvador (spice level, tropes & should you read it)",please-dont-go-review-e-salvador-spice-level-tropes-should-you-read-it,https://bybookishbabe.com/please-dont-go-review-e-salvador-spice-level-tropes-should-you-read-it/,,2026-05-16 20:28:02,2026-05-16 20:28:02,,,,curated romance guides,,,,,[quickstats],please don't go review: e. salvador — worth it?,"please don't go review by e. salvador — spice level, tropes, content warnings and the full verdict on this emotional second chance romance.",please don't go review,,category: curated romance guides,,,
104,post,Blog post,publish,romance book series you won’t be able to put down,romance-book-series-you-won-t-be-able-to-put-down,https://bybookishbabe.com/romance-book-series-you-won-t-be-able-to-put-down/,,2026-05-19 22:56:47,2026-05-19 22:56:47,,,,curated romance guides,,,,,,romance book series you won't put down (2026),"the most addictive romance book series you won't be able to put down — binge-worthy worlds, characters you love, and enough books to keep you busy for months.",addictive romance book series,,category: curated romance guides,,,
105,post,Blog post,publish,romance books that feel soft but still completely addictive,romance-books-that-feel-soft-but-still-completely-addictive,https://bybookishbabe.com/romance-books-that-feel-soft-but-still-completely-addictive/,,2026-05-19 22:56:48,2026-05-19 22:56:48,,,,curated romance guides,,,,,a lot of the books her,romance books that feel soft but stay addictive,"romance books that feel warm and soft but are still completely addictive — low angst, high charm, and love stories that make you feel safe and happy.",soft addictive romance books,,category: curated romance guides,,,
116,post,Blog post,publish,romance books with messy relationships and emotional damage,romance-books-with-messy-relationships-and-emotional-damage,https://bybookishbabe.com/romance-books-with-messy-relationships-and-emotional-damage/,,2026-05-19 22:56:51,2026-05-19 22:56:51,,,,curated romance guides,,,,,,romance books with messy relationships and damage,"romance books with messy, complicated relationships and real emotional damage — no clean love stories, just characters who break each other and figure it out anyway.",romance books messy relationships,,category: curated romance guides,,,
118,post,Blog post,publish,romance books with toxic but addictive relationships,romance-books-with-toxic-but-addictive-relationships,https://bybookishbabe.com/romance-books-with-toxic-but-addictive-relationships/,,2026-05-19 22:57:06,2026-05-19 22:57:06,,,,curated romance guides,,,,,,romance books with toxic but addictive relationships,"romance books with toxic, addictive relationships that you know are bad but can't stop reading — obsessive love, red flags, and impossible chemistry.",toxic addictive romance books,,category: curated romance guides,,,
122,post,Blog post,publish,romance books you won’t stop thinking about,romance-books-you-wont-stop-thinking-about,https://bybookishbabe.com/romance-books-you-wont-stop-thinking-about/,,2026-05-19 22:57:07,2026-05-19 22:57:07,,,,curated romance guides,,,,,some romance books you,romance books you won't stop thinking about,"romance books that live rent-free in your head long after you finish — the ones that leave you staring at a wall, rereading passages, and demanding sequels.",romance books you can't stop thinking about,,category: curated romance guides,,,
111,post,Blog post,publish,romantasy books where he’s obsessed with her (in a dangerous way),romantasy-books-where-he-s-obsessed-with-her-in-a-dangerous-way,https://bybookishbabe.com/romantasy-books-where-he-s-obsessed-with-her-in-a-dangerous-way/,,2026-05-19 22:56:49,2026-05-19 22:56:49,,,,curated romance guides,,,,,if you're looking for,romantasy books where he's obsessed with her,"romantasy books with dangerously obsessed heroes — possessive fae, morally gray kings, and fantasy love interests who can't stay away. ranked by intensity.",romantasy books obsessed hero,,category: curated romance guides,,,
117,post,Blog post,publish,second chance romance books where he has to earn her back,second-chance-romance-books-where-he-has-to-earn-her-back,https://bybookishbabe.com/second-chance-romance-books-where-he-has-to-earn-her-back/,,2026-05-19 22:56:51,2026-05-19 22:56:51,,,,curated romance guides,,,,,sometimes it feels goo,second chance romance: he has to earn her back,"second chance romance books where he has to work for it — groveling heroes, stubborn heroines, and the slow, satisfying process of earning trust back.",second chance romance he has to earn her back,,category: curated romance guides,,,
82,post,Blog post,publish,shatter me series reading order — tahereh mafi (complete guide),shatter-me-series-reading-order-tahereh-mafi-complete-guide,https://bybookishbabe.com/shatter-me-series-reading-order-tahereh-mafi-complete-guide/,,2026-05-16 20:28:01,2026-05-16 20:28:01,,,,curated romance guides,,,,,,shatter me series reading order — complete guide,"the complete shatter me series reading order by tahereh mafi — all novels, novellas, and the right order to read them so nothing gets spoiled.",shatter me series reading order,,category: curated romance guides,,,
83,post,Blog post,publish,society of villains series reading order — l.j. shen (bad bishop & twisted pawn),society-of-villains-series-reading-order-lj-shen,https://bybookishbabe.com/society-of-villains-series-reading-order-lj-shen/,,2026-05-16 20:28:02,2026-05-16 20:28:02,,,,curated romance guides,,,,,,society of villains reading order — l.j. shen,"the complete society of villains reading order by l.j. shen — bad bishop, twisted pawn, and how to read the series without spoilers.",society of villains reading order,,category: curated romance guides,,,
112,post,Blog post,publish,spicy romantasy books that are actually worth it,spicy-romantasy-books-that-are-actually-worth-it,https://bybookishbabe.com/spicy-romantasy-books-that-are-actually-worth-it/,,2026-05-19 22:56:50,2026-05-19 22:56:50,,,,curated romance guides,,,,,,spicy romantasy books that are actually worth it,"spicy romantasy books that deliver on the fantasy and the romance — no fade to black, no let-downs. ranked by how badly they'll consume your life.",spicy romantasy books,,category: curated romance guides,,,
96,post,Blog post,publish,the best dark romance books (the ultimate list),the-ultimate-dark-romance-reading-guide,https://bybookishbabe.com/the-ultimate-dark-romance-reading-guide/,,2026-05-19 22:56:47,2026-05-19 22:56:47,,,,curated romance guides,,,,,"dark romance is the genre that doesn't apologize. it's romance with obsession, power, moral ambiguity, and men who operate well outside the lines. it explores the darker sides of attraction: possessiveness, forbidden desire, enemies who shouldn't want each other but can't stop. if you're new here, this guide will show…",the best dark romance books (ultimate list),"the ultimate dark romance book list — morally gray men, obsessive heroes, disturbing reads, and every trope that will ruin you. updated 2026.",dark romance books,,category: curated romance guides,,,
80,post,Blog post,publish,the best hockey romance books — ranked by spice,the-best-hockey-romance-books,https://bybookishbabe.com/the-best-hockey-romance-books/,,2026-05-16 20:28:01,2026-05-16 20:28:01,,,,curated romance guides,,,,,,best hockey romance books — ranked by spice,the best hockey romance books ranked by spice level — from sweet slow burns to absolutely filthy reads. your complete guide to the genre's hottest trope.,hockey romance books,,category: curated romance guides,,,
81,post,Blog post,publish,the best mafia romance books — ranked by spice,the-best-mafia-romance-books,https://bybookishbabe.com/the-best-mafia-romance-books/,,2026-05-16 20:28:01,2026-05-16 20:28:01,,,,curated romance guides,,,,,,best mafia romance books — ranked by spice,"the best mafia romance books ranked by spice — dangerous men, morally gray bosses, and dark romance reads that will have you rooting for the villain.",mafia romance books,,category: curated romance guides,,,
128,post,Blog post,publish,the best morally gray men romance books (dark romance that will ruin you),the-best-dark-romance-books-with-morally-gray-men-that-will-ruin-you,https://bybookishbabe.com/the-best-dark-romance-books-with-morally-gray-men-that-will-ruin-you/,,2026-05-19 22:57:09,2026-05-19 22:57:09,,,,curated romance guides,,,,,,best morally gray men romance books (2026),"the best dark romance books with morally gray men — obsessive, dangerous, and impossible to put down. this list will ruin you for normal heroes.",morally gray men romance books,,category: curated romance guides,,,
97,post,Blog post,publish,the best romantasy books (the ultimate reading guide),the-ultimate-romantasy-reading-guide,https://bybookishbabe.com/the-ultimate-romantasy-reading-guide/,,2026-05-19 22:56:46,2026-05-19 22:56:46,,,,curated romance guides,,,,,"romantasy is one of the fastest growing genres in romance right now — fantasy worlds, dangerous love interests, and tension that builds across entire books before it finally breaks. if you're here, you're looking for a world to get lost in. you want tension. obsession. power. the kind of story that pulls you into anot…",the best romantasy books: ultimate reading guide,the best romantasy books ranked — from spicy fae romance to dark fantasy love stories with morally gray heroes. your complete reading guide.,romantasy books,,category: curated romance guides,,,
121,post,Blog post,publish,the best slow burn romance books (worth the wait),the-best-slow-burn-romance-books-worth-the-wait,https://bybookishbabe.com/the-best-slow-burn-romance-books-worth-the-wait/,,2026-05-19 22:57:07,2026-05-19 22:57:07,,,,curated romance guides,,,,,slow burn,best slow burn romance books (worth the wait),"the best slow burn romance books where the wait is absolutely worth it — aching tension, perfect payoffs, and love stories that build until you can't breathe.",slow burn romance books,,category: curated romance guides,,,
124,post,Blog post,publish,the best sports romance books — booktok favorites and underrated reads,best-sports-romance-books,https://bybookishbabe.com/best-sports-romance-books/,,2026-05-19 22:57:08,2026-05-19 22:57:08,,,,curated romance guides,,,,,,best sports romance books: booktok favorites (2026),"the best sports romance books — booktok favorites and underrated reads you haven't heard of yet, ranked by spice and emotional damage.",best sports romance books booktok,,category: curated romance guides,,,
95,post,Blog post,publish,the best sports romance books (the ultimate reading guide),the-ultimate-sports-romance-reading-guide,https://bybookishbabe.com/the-ultimate-sports-romance-reading-guide/,,2026-05-19 22:56:46,2026-05-19 22:56:46,,,,curated romance guides,,,,,"sports romance is one of the most consistently recommended romance genres on booktok — competitive tension, devoted athletes, and slow burns that actually make you wait. here's the guide that covers all of it. if you're here for a good sports romance rec… you're in the right place. you want intensity. discipline. the …",the best sports romance books: ultimate guide,"the best sports romance books ranked by spice — hockey romance, football romance, booktok favorites and underrated reads you need to know about.",sports romance books,,category: curated romance guides,,,
110,post,Blog post,publish,touch her and die romance books (where he would burn the world for her),touch-her-and-die-books-where-he-would-burn-the-world-for-her,https://bybookishbabe.com/touch-her-and-die-books-where-he-would-burn-the-world-for-her/,,2026-05-19 22:56:49,2026-05-19 22:56:49,,,,curated romance guides,,,,,,touch her and die books: he'd burn the world,"dark romance books where he would burn the world for her — the most obsessive, protective, dangerous heroes in romance. sorted by intensity.",touch her and die books burn the world,,category: curated romance guides,,,
78,post,Blog post,publish,touch her and die romance books: the ultimate trope guide,touch-her-and-die-romance-books,https://bybookishbabe.com/touch-her-and-die-romance-books/,,2026-05-16 20:28:00,2026-05-16 20:28:00,,,,curated romance guides,,,,,,touch her and die romance books: the trope guide,"the ultimate guide to touch-her-and-die romance — obsessive protective heroes who would burn the world down. every book worth reading, ranked.",touch her and die romance books,,category: curated romance guides,,,
93,post,Blog post,publish,"twisted pawn review — spice level, tropes, and is it worth it",twisted-pawn-review-spice-level-tropes-and-is-it-worth-it,https://bybookishbabe.com/twisted-pawn-review-spice-level-tropes-and-is-it-worth-it/,,2026-05-16 20:28:04,2026-05-16 20:28:04,,,,curated romance guides,,,,,[quickstats],"twisted pawn review: spice, tropes & is it worth it","twisted pawn review by l.j. shen — spice level, tropes, content warnings and whether it's worth reading. everything you need before you start.",twisted pawn review,,category: curated romance guides,,,
79,post,Blog post,publish,"when we had forever — shaylin gandhi (spice level, tropes & should you read it)",when-we-had-forever-review,https://bybookishbabe.com/when-we-had-forever-review/,,2026-05-16 20:28:01,2026-05-16 20:28:01,,,,curated romance guides,,,,,[quickstats],when we had forever review: shaylin gandhi,"when we had forever review by shaylin gandhi — spice level, tropes, content warnings and whether this emotional contemporary romance is worth your time.",when we had forever review,,category: curated romance guides,,,
123,post,Blog post,publish,windy city series reading order — liz tomforde (all 5 books),windy-city-series-reading-order-liz-tomforde-sports-romance-guide,https://bybookishbabe.com/windy-city-series-reading-order-liz-tomforde-sports-romance-guide/,,2026-05-19 22:57:07,2026-05-19 22:57:07,,,,curated romance guides,,,,,,windy city series reading order — liz tomforde,the complete windy city series reading order by liz tomforde — all 5 books in the right order so you don't accidentally spoil yourself.,windy city series reading order,,category: curated romance guides,,,
87,post,Blog post,publish,"wrath of an exile review — monty jay (spice level, tropes & should you read it)",wrath-of-an-exile-review-monty-jay-spice-level-tropes-should-you-read-it,https://bybookishbabe.com/wrath-of-an-exile-review-monty-jay-spice-level-tropes-should-you-read-it/,,2026-05-16 20:28:03,2026-05-16 20:28:03,,,,curated romance guides,,,,,,wrath of an exile review: monty jay (worth it?),"wrath of an exile review by monty jay — spice level, tropes, content warnings and whether you should read it. full spoiler-free verdict inside.",wrath of an exile review,,category: curated romance guides,,,
12,page,Page,publish,about,about,https://bybookishbabe.com/about/,,2026-05-16 20:28:18,2026-05-16 20:28:21,,,,,,,,,,,,,,,,,missing Rank Math title; missing Rank Math description
13,page,Page,publish,billionaire romance books,billionaire-romance-books,https://bybookishbabe.com/billionaire-romance-books/,,2026-05-16 20:28:19,2026-05-16 20:28:21,,,,,,,,,,,,,,,,,missing Rank Math title; missing Rank Math description
14,page,Page,publish,book reviews,book-reviews,https://bybookishbabe.com/book-reviews/,,2026-05-16 20:28:19,2026-05-16 20:28:22,,,,,,,,,,,,,,,,,missing Rank Math title; missing Rank Math description
15,page,Page,publish,books like,books-like,https://bybookishbabe.com/books-like/,,2026-05-16 20:28:19,2026-05-16 20:28:22,,,,,,,,,,,,,,,,,missing Rank Math title; missing Rank Math description
16,page,Page,publish,books like fourth wing,books-like-fourth-wing,https://bybookishbabe.com/books-like-fourth-wing/,,2026-05-16 20:28:20,2026-05-16 20:28:22,,,,,,,,,,books like fourth wing (if xaden ruined you),"books like fourth wing for when xaden riorson permanently ruined your standards — dark romantasy, morally gray love interests, and high-stakes magic.",books like fourth wing,,,,,
17,page,Page,publish,books like insatiable,books-like-insatiable,https://bybookishbabe.com/books-like-insatiable/,,2026-05-16 20:28:20,2026-05-16 20:28:22,,,,,,,,,,books like insatiable (that feeling won't leave),"books like insatiable for when that feeling won't leave you alone — dark romance with obsessive, morally gray heroes and stories that get completely under your skin.",books like insatiable,,,,,
18,page,Page,publish,books like quicksilver,books-like-quicksilver,https://bybookishbabe.com/books-like-quicksilver/,,2026-05-16 20:28:20,2026-05-16 20:28:23,,,,,,,,,,books like quicksilver (he hates you but stays),books like quicksilver — enemies to lovers romantasy with morally gray heroes who hate you but would burn the world for you anyway. ranked by tension.,books like quicksilver,,,,,
19,page,Page,publish,bookshelf weekly preview,bookshelf-weekly-preview,https://bybookishbabe.com/bookshelf-weekly-preview/,,2026-05-16 20:28:21,2026-05-16 20:28:23,,,,,,,,,,,,,,,,,missing Rank Math title; missing Rank Math description
20,page,Page,publish,brother's best friend romance books,brothers-best-friend-romance-books,https://bybookishbabe.com/brothers-best-friend-romance-books/,,2026-05-16 20:28:21,2026-05-16 20:28:23,,,,,,,,,,,,,,,,,missing Rank Math title; missing Rank Math description
21,page,Page,publish,bully romance books,bully-romance-books,https://bybookishbabe.com/bully-romance-books/,,2026-05-16 20:28:21,2026-05-16 20:28:23,,,,,,,,,,,,,,,,,missing Rank Math title; missing Rank Math description
22,page,Page,publish,captor x captive romance books,captor-captive-romance-books,https://bybookishbabe.com/captor-captive-romance-books/,,2026-05-16 20:28:21,2026-05-16 20:28:23,,,,,,,,,,,,,,,,,missing Rank Math title; missing Rank Math description
342,page,Page,publish,checkout,checkout,https://bybookishbabe.com/checkout/,,2026-05-21 00:24:49,2026-05-21 00:24:49,,,,,,,,,,,,,,,,,missing Rank Math title; missing Rank Math description
346,page,Page,publish,confirmation,confirmation,https://bybookishbabe.com/checkout/confirmation/,,2026-05-21 00:24:51,2026-05-21 00:24:51,,,,,,,,,Thank you for your purchase!,,,,,,,,missing Rank Math title; missing Rank Math description
23,page,Page,publish,contemporary romance books,contemporary-romance-books,https://bybookishbabe.com/contemporary-romance-books/,,2026-05-16 20:28:22,2026-05-16 20:28:24,,,,,,,,,"contemporary romance books for readers who want modern love stories, messy emotions, and characters that feel a little too real.",,,,,,,,missing Rank Math title; missing Rank Math description
